address,helixTokenBalance,vipPresaleBalance,airdropBalance,masterChefAmount,masterChefPending,vaultDepositSum,referralReward
0x221e438e4a8fc6569457bae62cbccdb8b5b02a93,0,32000000000000000000000,0,0,0,2438904230111936218193,0
0x228bf122f0a985c2c9bc63385f6fc9e3731894f1,0,4000000000000000000000,0,0,0,0,0
0x229fd021d92be9b159172b80118e1370db3e2e56,5000000000000000000000000,0,0,0,0,0,0
0x22e3cd8dde0506cd61876a86b77c90d444e7317d,50000000000000000000000,48000000000000000000000,2653306576125232742962,0,0,0,0
0x22fb43726e729dd87ce62c7549636730ca444050,0,0,0,0,0,3658356345567904446902,0
0x239374fe72e1322ad44007a24c4217fab1fa39e0,35927374906069382687,123600000000000000000000,0,0,0,0,0
0x2757faf4abc5752c6fc1f2cf95776a07d2b4394e,0,0,0,0,0,0,0
0x279f48154d408d8f8b392923195e067e64018929,0,0,0,220838096401612802235,1510030109373622516806,2303608948978247361026,0
0x28608fe38bace2ccbc7cd00d7188eb2fcf46720c,0,16000000000000000000000,1829178172783952223451,0,0,0,0
0x2a3c3b05ba102d9f0b3b2a635ba73e1996d488d0,5429203340000000000000,0,0,0,0,7500000000000000000000,0
0x2d4ffc4c47f994cf0d42e3c55ceb7502055821e8,0,0,0,0,0,8648388847040285704379,0
0x2d55453641fc19731b0b2f62c02906b9cc5c26b8,0,12000000000000000000000,0,0,0,0,0
0x2dbdce62ef743c196e667b0abae988887c805fc8,1092037019764641047044,32000000000000000000000,0,0,0,12243943929320907263888,0
0x2dea093a790ee4b39cfd8d0987543e6a0bd3a793,0,8000000000000000000000,0,0,0,0,0
0x2df1d012b5cc91c4e0233ea2e728fab16194a0ed,0,0,0,0,0,0,0
0x2e04d55029c180426c460d05a5c7573c66d9bad0,0,3200000000000000000000,0,0,0,0,0
0x2f298e77ba4fd4c0b6878938f6b4071927954086,2276361763880776183761,0,0,0,0,0,0
0x2f2c6b2aa6980228721d9402a5953402fb38b164,0,34000000000000000000000,0,0,0,0,0
0x2f2fd29ca72d0550fd7c52c4a711dce4fa731eba,0,0,401277285395000360623,0,0,0,0
0x2fa386c1d8f81ba2ae10018f263708cd4e280640,0,8000000000000000000000,0,0,0,0,0
0x2fa7dcbdb8f08038e9ea666dd1678d66a90f8d50,0,0,0,0,0,0,0
0x30bb23a9b17d10f8a10386477254a1b67f31a82b,0,0,466615327603206692483,0,0,0,0
0x31aa2a65df21bdd1c933e27cff772fc16119adfa,219016041695751747,0,0,0,0,20779461091789126805346,0
0x31bba48cce883e6e3a1819fdeededb175d6f028e,0,0,0,0,0,0,0
0x333f0b40a2dce9c51ac8744126d9c75f6c4efb4f,34317078782919176529449,0,0,0,0,0,0
0x33c68b77af2c6a375f038cbdb3d6eda9af7cb274,0,0,109687841150243167074,0,0,0,0
0x34cadf09dbf50a39d1a68b87d7763db3961ef483,0,0,0,0,0,0,0
0x34f763febe8b58c952b31bd53c376fcd02dc8bb8,0,0,0,66885411484274235981,68722978981861588623,5900553777963174011341,0
0x353e07f362e8315a3b4f00d67c67d5b489fa7880,0,115200000000000000000000,989216254807934245688,0,0,0,0
0x353e98116a4fca6b58902cb583e560d2a024431d,0,12400000000000000000000,0,0,0,0,0
0x36d68e8b6a46f1a4538af4ba29d91d78fd6a4182,914416534817228104919,0,0,91658695034013422150,1293925416950490987436,23926110285421276586669,0
0x36dbe5f3468edb34c5a6ba5179d7a0fec960e8e7,0,0,0,0,0,0,0
0x36f3063183ca5345afd6398178766f1967f682a0,0,8000000000000000000000,0,0,0,0,0
0x384589bd1d9c8240642deee0a424c2f4eec970cb,0,0,0,0,0,0,0
0x3849058bb15be2b674fff357a38d3c53d4c21095,0,0,4450368195275287598816,0,0,0,0
0x38778294cbd007d820239fec1a3db2460cd7e93d,0,0,0,0,0,0,0
0x39aab27a82c66bdb1bca68b0de71819833ca62a5,0,0,1399845982899620104363,0,0,0,0
0x39d660d507f1bc34dbce94831081d6cf9131c3b9,0,0,0,0,0,0,0
0x3a4aca58876ebb86d9b134ad3ab8f0ef4452b4c1,65000000000000000000000000,0,0,0,0,0,0
0x3cf2dde4b15af46aa18864ce94725f9019283576,0,26000000000000000000000,1399845982899620104363,0,0,0,0
0x3d0ecf515e8f8e8784d4be6e8654388d8eb717a5,0,0,0,3429533923640480117,45525432590685229444,53026240794197638548172,98170006656786538217
0x3dd7e64653cee7d9e1654f6b0e0adb62480bfb60,0,0,0,4725905560759944,1187437943651330859506,0,0
0x3ec0f3e8b587e21dac6f776780a56f475c16a4b2,196460167000000000000000,0,0,0,0,0,0
0x3f09de61006749d249f39a6a271c2945d01f1d02,1219452115255968168903,0,0,0,0,0,0
0x3f5dd3bcac59a4376c70f75b967438a3ee71276a,0,0,0,0,0,0,0
0x404a044f31bb1835ab5aa134de6c37eb4fa749ca,30000000000000000000000000,0,0,0,0,0,0
0x408c554d45e79cbfe1d671ca6c3ea3a8ffe49b34,0,0,3212786592028011029879,0,0,0,0
0x40c7e9977d99fd3db838ffb1e312ad9e2423c457,0,0,3717383264418878988950,0,0,0,0
0x40cbd23a880fc32c607291bec687697caabd8803,0,0,1606393296064005529891,0,0,0,0
0x413cb059a15f1de3fc236e432149918e46f4e6ed,0,12000000000000000000000,0,0,0,0,0
0x41c2fbd5ada023975d2c950bd4ecf93a6c2c97ea,0,0,0,0,0,0,0
0x41d83f790e9703b8fe43d9434aec2ca259df18ff,0,24000000000000000000000,4877808460623872555999,0,0,1000000000000000000000,0
0x42055b02f0a55b400a3fd970d865ce2dee76fae1,7000000000000000000000000,0,0,0,0,0,0
0x42cc45eb4eef3ae9cd11341679dd3b75bfbbfbf5,0,14400000000000000000000,663326644156308223119,0,0,0,0
0x42f804d69299cfa0b43540ffd09cfc78987df2c2,0,0,0,0,0,0,0
0x433021ed1fcb241f3b0c5fd76e58c05ebb4f87ea,19000000000000000000000,36000000000000000000000,1493591856932694982580,0,0,0,0
0x433483e8bbcd31703bfbb265a587588177268cab,0,4774400000000000000000000,0,467504453769335475232,1930754737039914551292,1257114611062558690823588,30037576772412135487
0x44415c6431dbedb2e71b08f7555cdfc588e7a151,0,4000000000000000000000,0,0,0,0,0
0x45ee118463cd4dc310bd0a2e8c9e211e815b809a,3066812416390115426535592,0,0,0,0,0,0
0x463af3092d5e7a3150a69d3c80bce6428c384d4e,0,4000000000000000000000,609726057577984069499,0,0,0,0
0x4646fd1a0153ba28b2a33433d811604c41ad6914,0,0,0,0,0,2333076638066033477369,0
0x4660ab36ccd9c7f202888295c9b09c0411ec8b10,0,0,1829178172783952223451,0,0,0,0
0x48f77371f02b50c509f3684a660f6702f53d6fc5,0,12000000000000000000000,0,0,0,0,0
0x48fc37b35990aa46dad678cf738c3c4514c12750,0,0,0,0,0,0,0
0x4968d5d42754e1c47d870bebe0d6b408a46ccc7c,0,24800000000000000000000,0,0,0,0,0
0x4a20b67ac0519cf1677da336eb300fa4132af88e,0,462800000000000000000000,0,0,0,14009714666161764555188,0
0x4a4b05dc1b04606511c669cf7e312d143d355754,1319127702059966604970,0,0,46287197016638207394,188458991081192689429,10000000000000000000,33188785627536823142
0x4b1924114f99113336190da281f12c01453f0165,0,0,0,0,0,0,0
0x4c9303fd3d026b2d9f335fd20df976a2958b7187,362613961164476863337,0,0,185132920866920407043,704476865195484797767,0,0
0x4dc51c8b39155bcfe4605a0fa98dd9012a9c09bb,0,28000000000000000000000,0,0,0,0,0
0x4dddebc226a97de103bb86c6e2b396521c194a7f,0,0,0,0,0,0,0
0x4f0bd19dcdfc9d537af43781417d681a45cc4f46,59774060606000000000,0,0,0,0,0,0
0x4f7934a9576a78213f821708298fbe51bedfb9db,0,12400000000000000000000,1013831799468785203271,0,0,0,0
0x4f7ef9d21fc5e8b83d37386e5507c34bf87cfc90,16205461821079310713,0,1219452115255968168903,0,0,0,0
0x4f9099d1c393bfb576f6e541e4bdc42d5050366f,87185448610047136,0,0,0,0,12469058410561236502237,0
0x4fa268ff1ee3f33fcd14504e4e6377989341b7e2,7573140663723450393,20400000000000000000000,0,0,0,0,0
0x505e691775c182ec9f43e7e73a682be1ada2da1e,0,596000000000000000000000,0,0,0,0,0
0x5075f3b632eb8e16c4b14d04817701b7722ef786,535464431991335167659,2800000000000000000000,0,0,0,0,0
0x5092654687c8e3ab64c6b14700cf50f45b4f5b83,10000000000000000000,0,0,0,0,0,0
0x50a633d468f378ab8ae435fafde5ab740262efb6,203278730955508931547,0,0,0,0,0,0
0x50aa3d33800a1bf4b8ed76740fd52dfb4bb503e7,49847393991946366383345,0,0,2997005695845649353603,51698043863396750244741,2396248770440466000000,0
0x51d78a660de35ac1cb5ce18e9d3cfbfb70f747ff,500000000000000000000,0,0,0,0,0,0
0x524d63fb924d0d7bbeb93b50a73d548bf388f04b,0,12000000000000000000000,1203831856285001111774,0,0,0,0
0x52644d60eac051826ae2a06948697a340bdf9219,0,0,609726057577984069499,0,0,0,0
0x527f8a7ea8276d7b12d54762d109ccf40b801329,20441450283715732866,0,0,747030746,151889655928803493041,0,0
0x5442eaa8b522e1a4eee64d441c5a6243baf83f0c,148968918274278549936988,0,0,0,0,0,0
0x55607bcd2d6ac823516d8b4f301774cb2327862c,0,0,0,0,0,0,0
0x557917ca0a0edb3ed9957e29b4777a3fd4bb507b,0,0,0,0,0,0,0
0x55ce30da603b3f3430c0a2782ce5e0ade8318c84,0,0,0,0,0,0,0
0x57818ff3e6ecce616095b0f3d513feb8c6c81fe7,3088144433091913556033,0,0,0,0,0,0
0x599571b36849ec01ae6a6401288f2f75bd6b996a,0,0,0,0,0,0,0
0x5ab75956e646017a97391d62bd379821c6580475,0,0,0,0,0,0,0
0x5b30ac36951e5e89f12606b3ab65883c98051622,0,0,0,0,0,3658356345567904446902,0
0x5c0fa42f598c43a924ba75e7593ae22f99adf87d,0,12000000000000000000000,0,0,0,0,0
0x5cd3d358426843abaddd6b0848de97b6c48a0801,1829178172783952223451,12000000000000000000000,0,45425481909508239436,2552038033810380427150,0,0
0x5e7649920b4bc9681b77480361a4d850e3b83388,0,0,0,0,0,0,0
0x5ec7847e5284585a0af4dec750626a5b38526de0,0,0,494608127503967152747,0,0,0,0
0x5fd5942c70c433630ded2866564ce6154b30df1d,832767138133664922,0,0,0,0,0,0
0x60c0ce0943115aea52f1979719a9cca43ed104ee,0,0,0,48428258996611177154,3427881487017839175844,4529098918011674038949,0
0x612609d8d6ffc905662ee23093b848e463165d58,242362439684570948434,76000000000000000000000,0,22477551993670842590,32743824791229207658,34986045878434892216100,0
0x6127cb39ac8e6066c469ace0edcc3506feaabf94,13457764598004207031399,0,0,0,0,0,0
0x616c5ba33e28659f7dc5df009df85ff0bbb405cb,731728040047758050,0,0,0,0,92544350527889861343870,0
0x62ac381a3faf7b1f12072f7f1aeea221cbaf4bfd,0,0,0,0,0,0,0
0x62e40647b33b40195db58c5409ccd646f85cb515,0,0,0,0,0,0,0
0x62f5971ba3837205658ee22446517f0b10dd80d7,0,0,0,0,0,0,0
0x6310d25ad2ac1456cff02b70bac18a1a4e49e107,0,0,0,0,0,0,74924666733813520188
0x6390284431e13c90375a2c72958d1bf5477af6cd,0,0,0,0,0,10000000000000000000,0
0x63e7a8b411e05161125b1c54269c3d04a1e21f64,0,4000000000000000000000,0,0,0,0,0
0x64bed09e2a35711d1635cedfb4330948cf36d851,1078446830281040451649,6800000000000000000000,0,1149471188431880523978,247968570920723667598,3437483726562752030715,0
0x64e4bc6401f96d678cfed475f74ee9c33b1514bd,0,0,609726057577984069499,0,0,0,0
0x65404cf2d915703df7db23f1140e94f3e77fd9f2,0,0,0,23595224387903359526,154536092238685809669,0,0
0x6590324db19418308694855661d3acfb60f40a4d,0,8000000000000000000000,1219452115255968168903,0,0,0,0
0x6654433c3a18e1ce0746287872bdf6339ee8ac96,7129502760131,0,0,5372887526566380809,517634427016612718171,0,0
0x6708dcc6d0ae5f0ebf041bb6bd554e7b286cb3b3,0,12000000000000000000000,0,0,0,0,0
0x671b7035a8a7c4072f14bd2c3060695d6b033484,0,26400000000000000000000,0,0,0,4008458344513702803974,0
0x67285cd4efcc6aade37901602e4f0ad97363923e,0,0,0,0,0,0,0
0x673b1e8cd62c67989972c6bf2bd176738e1e8c5e,0,4000000000000000000000,0,0,0,0,0
0x67c222d79349f4f1be073b290ef4d486861da091,0,22000000000000000000000,4877808460623872555999,0,0,0,0
0x68cc83a01030afdacc544248d790613c631f58d9,0,0,0,0,0,0,0
0x695423a61a581a1cc252796ac04dbd737e494278,0,0,0,0,0,0,0
0x6a5adc59e769044b16314097e76ebe3f27794a5a,0,0,557369312371609067521,0,0,0,0
0x6a9e1e157f0e02b69a81b868f29b2d44468f161e,0,0,0,0,0,0,0
0x6a9fcbb0fd4e4e9158577ac42390b5b4417b8d16,49676912706390352710,0,0,100231779,147147080006286587062,0,0
0x6aa45342916483d3f015d363b6151f25df735dd1,0,12000000000000000000000,1606393296064005529891,0,0,0,0
0x6b01259eaea929717460eb1d20981288cc2a6f3e,0,0,0,0,0,0,0
0x6b399e1eee3b97afbfd33e94900636aafd1a001c,0,0,1829178172783952223451,0,0,0,0
0x6bf5ee5390e49ae8c0fa1e4ada41b7e69d6c4c9b,0,0,0,0,0,0,0
0x6c271db083ea8835fa701cdb860f77b387412fef,0,40000000000000000000000,0,0,0,0,0
0x6d940051f0fd76b4de73fac9db8336b47f967bb1,12051054698993846269822,0,0,0,0,0,0
0x6ef869955150964e89e3bf2698f1e733b5070c31,0,0,0,0,0,0,0
0x6f5ee0a3bb2b8bfae3430d09216a6deaebb81b7a,0,0,4877808460623872555999,0,0,0,0
0x6f760f6a4a7dfbad86c0f568b6516f9b2a8facca,0,4000000000000000000000,0,0,0,0,0
0x6f950e7c91f906ef2ae953ecb3a2f55e4c24b555,0,0,0,0,0,4504731180669617903493,58765492187276956937
0x6f9b17c65d2d258d1ab23cd6cd757e07d6868aa5,0,0,0,0,0,0,0
0x6fbfbf0327a62dd23ba74fe0046b033a7a5a24bc,0,0,0,0,0,0,0
0x702e7a0d719a20e147ab7739a837fbf073165a24,0,0,0,0,0,0,0
0x71639c22bd39378b762309623590aa6ff1373c43,99348740604682290329,116000000000000000000000,0,0,0,4227602001161415613089,0
0x716b0761b02db102f72950544411e1bc80bbeb09,4186824409342302829,0,0,0,0,0,0
0x73339c955c96bdfa1c2c9b9ca3d95429875dd569,1584576389039128425887,200000000000000000000000,0,29130366797424341291,447151537208273713128,60487523547759328879315,0
0x733f86164260307faacad3311190e700c59de5b6,0,0,0,0,0,0,0
0x7452faff02a9678061220445ad59c9e869baf2a9,0,28000000000000000000000,0,0,0,0,0
0x746efa363e67cb64e07b2b2e27c0ee719c1e894f,0,0,0,0,0,0,0
0x74846a0745d0bbfe97f93d6091b5d09763be70b9,0,847600000000000000000000,0,79237930704887602219,2915559778571215985131,377603245323286520634797,0
0x74984cf9640faf8e4990701aeb04f732ce136e3c,1829178172783952223451,0,0,0,0,0,0
0x74e3203f7c1008885970703a96e01fea0e5a511f,212000000000000161943,0,0,0,0,0,0
0x75a28b8c1a05f6da98647df616a6ed44d087be7d,7569791164022211568,0,0,9869220,8113044839175417,0,0
0x75b8eb048420e5b143bccee2f0047a21bce21c93,0,0,0,25708038011712,201674957318286695378,0,0
0x773658bcf21ff10ff8ab0ff286f32280d6012302,0,0,0,0,0,0,0
0x7992afd7d74e28bb0729a45b6723ca909f4bcef1,3648426759702612609,0,0,0,0,23988612209090638624726,0
0x7a81f640e2e05b56042b200fc6f560deb4fef64c,0,0,0,0,0,0,0
0x7b19b5725bcc0d88101616a1484a087dba7c17b4,7323749308120911521020,0,0,0,0,0,0
0x7b4920c43fba5b53eebcf439e5bc5a5fe98a958c,0,0,0,0,0,0,0
0x7b5bf738f19cb5e8a2a787367516bbe71c8f42b3,0,0,0,0,0,0,0
0x7d5140ef8ee09bc79f110d0b3e33fe66b337a30f,0,14400000000000000000000,0,0,0,828985472442239394141,0
0x7dc659fe3cac3d9df1b24662fb9ee5954cb6d308,0,0,1606393296064005529891,0,0,0,0
0x7de7f8d929cf335d7d1db16fed7237b0a308bf50,0,0,0,0,0,0,0
0x7e0ea36c5ba39da24e7b25e0f1819bb26c0dbcd1,0,0,0,0,0,0,0
0x7fe28c576bd821d495a08e244d11cf33069b17c0,7300856177443441,0,0,126319355282544179971,1025583990095064950670,0,0
0x810ecac7a0f31dd0f32d68748a7242b1551e2496,0,0,0,0,0,0,0
0x822d5a1ae66c55af73e98b9a68313a7edd8dff67,0,0,0,117375477386531825811,1530197540236955686159,0,0
0x83ebe573bfb90bba32b474c3335ca605b09a0bdd,0,88000000000000000000000,0,13831601149617371030,309241313179795529976,0,0
0x857d165be26b64a691eb225b6b1e4b64124e1a79,0,0,0,0,0,0,0
0x863ab57e290e71ab618684991d4d2f569e798fad,0,0,0,36328980983623152142,592178227750732399913,36000000000000000000000,0
0x8763e8c8faa98dc78f9cc797570410976f178933,0,46000000000000000000000,0,0,0,0,0
0x887a9f0873d48d9cdcfdc003a9cd8f4c6a4eb027,0,0,0,0,0,0,0
0x88dcad01503edbcd0795d332f9c3744304a71a15,0,0,0,0,0,0,0
0x8b883c6d8d675d833ec74f226f34a608320d971a,1829178172783952223451,16000000000000000000000,0,0,0,0,0
0x8c62482f04e5c4880ada47b0aae7db1f41a075f6,178172783952223451,0,0,0,0,0,0
0x8d3d07e15317efc76d31dc12281a970b00badbb7,0,0,0,0,0,0,0
0x8d618e25f34a17da3809c6222f5caff1410129a5,0,23600000000000000000000,1689719665681308642215,0,0,0,0
0x8d95e1460b81527b41773b6c4b2f9d506ad98880,0,36000000000000000000000,0,0,0,0,918300327198972017681
0x8db40469e27496b3ed7ac3bf493c385e942aed8a,0,0,0,0,0,0,0
0x8ebf337db1a45d449eac0a031a2b2a05eaf5d9b5,0,0,0,24911299132022674768,821258757747052478181,0,0
0x8edfcb711fdb02f495a22a7356b22b5e3b9ffc26,272668052836643835338,0,0,0,0,0,0
0x8f88ead29315353821ff11e7fc2fe81015cce379,0,7200000000000000000000,0,0,0,0,0
0x91c72462ae95f15836d43143900a90a509d77dfb,0,0,0,0,0,0,0
0x928d6020e18f62a305aea134ee121dc8a7bbecb8,12050677703370835113,0,0,1072695481257652245,44687356426136465600,0,0
0x92b0d17889d5a36bc63f756d04ec369ac2614e36,0,0,836053968507413586330,0,0,0,0
0x9397d779c63faaf7f2e4c358a35e58bf53cccfa1,0,0,0,0,0,0,0
0x946211aa9a8e1dc8652752715163402dcf24035c,0,0,1203831856285001111774,0,0,0,0
0x9557144de0edacd8b409ca3b26965ff281129c1a,4000000000000000000000,8000000000000000000000,1829178172783952223451,0,0,0,0
0x95cf9511bf739cbd2935f6b35515d9e11c9c5434,0,0,0,0,0,0,0
0x95d04983ea58ded31d8abfb823b5eae864681bf7,0,16000000000000000000000,0,0,0,14633918361646447119399,0
0x961e3d246748d00dcfc0894783bc0c161861c22b,0,34000000000000000000000,1013831799468785203271,0,0,0,0
0x96266f6e1056fcff058444777f7b8804219301d4,0,0,0,0,0,0,0
0x963ac03412f826a65a3bb6403093a7143f1d7784,0,0,0,0,0,0,0
0x969232e08b2f5ac75e9e2ad4377d452819bb5d16,34871679642500000000000,0,0,0,0,0,0
0x9701ca00e025864909073e032b37c77dea8c5b05,0,12000000000000000000000,0,0,0,0,0
0x983268d0047121af20a054cdf91808fcc79d2396,0,1600000000000000000000,0,0,0,0,0
0x987780a38342516068e0166af603939e41b61a1c,0,0,0,0,0,0,0
0x99ecbafb517fea2bd2a3c40daee6696e84951b70,1393423280779022623948,0,0,0,0,0,0
0x9a1e74d1fc7aebac800da8c037de3b0587f9f158,3450000000000000000000000,0,0,0,0,0,0
0x9af963583849b475b3a0ad7494dd0b7dc98c6ca3,0,0,0,50003784951288079565,1120136392891932700469,0,0
0x9b0654f3fe423c286e48c82e0997f4eb08d89ed5,0,0,0,0,0,0,0
0x9be663907af30984f3e18b8337742806237a6a5e,79061143653292895155,0,0,0,0,40920566809403895261578,0
0x9bf4e31c70fa180ea4d657edc3cd1ae70ba25570,0,0,0,0,0,0,0
0x9c9e22b6d527a68279f8bda25fde4536341c3b8f,73167126911358088938,12000000000000000000000,0,0,0,1756011045872594134513,0
0x9ca5ff1da81f58e3bbef308027489a76ce51a3d8,5554648753018624522,24000000000000000000000,0,0,0,0,0
0x9cbbab871905fac3127f439080b085b5484ad1d0,0,0,0,0,0,0,0
0x9d06dccb9f5d1c79dce56003549815dc1f3cdac2,0,4400000000000000000000,1219452115255968168903,0,0,0,0
0x9da577be5727d7feb03e3115dda2e6893d301884,0,24000000000000000000000,327201663443972614367,0,0,0,0
0x9de2b52bf7a17593b75450aefce337a2b6434444,0,53200000000000000000000,0,0,0,2187210127780841710025,0
0x9e0121a5e8460bba6b8a7882c3bcf0e63eb2093d,20000000000000000000000000,0,0,0,0,0,0
0x9f856012caed313b1038f5bfdec49bb009dc7388,10000000000000000000000000,0,0,0,0,0,0
0x9f96ed62205f88ebb352cdf46306b3d720c8ec0f,0,0,164869375801322374281,0,0,0,0
0x9fbfd590ff177ab27add89b8f071870efa0bb0e3,0,0,329063523500729516174,0,0,0,0
