address,helixTokenBalance,vipPresaleBalance,airdropBalance,masterChefAmount,masterChefPending,vaultDepositSum,referralReward
0xa07ea05ef32af75ee21ac6eb5593cdfdd41f056d,0,8000000000000000000000,0,0,0,0,0
0xa0c7877d57c23a6ae3b8b31de8049129b43f7748,0,0,0,0,0,0,0
0xa1ea8228d2c3d0766e3817b22b7c2be1afaad2a2,0,0,675887866312523468847,0,0,0,0
0xa39499489936c0b0aad84eef76dbdb79dd863bba,0,24000000000000000000000,0,20435582897866793971,553572534009618405883,3658356345517904431951,0
0xa3e2a974a9c64ba00a6baa7a30aab6ebc6b79361,0,0,0,0,0,0,0
0xa431402b0922c340b03d106424e30bfab98c7498,0,0,0,0,0,0,0
0xa4c1135f0c0123f6683f98a8177f4c51f3179107,1663777970352504072512390,0,0,0,0,0,0
0xa5b8e55841af8ce7ba26f5e8e6b9be48df021e20,0,0,329063523500729516174,0,0,0,0
0xa64f0d632c005c0e76276a4e4013b117f3934e61,0,28000000000000000000000,0,0,0,109073369268694873984,0
0xa68a00a7b74d0362cae1d6dbea1797d8717dcc93,77746711677863142,0,0,0,0,5748368354433409181182,0
0xa6ad1cd1822668e2a3ac84608dd0dc3c80388339,0,0,1672107936914827142757,0,0,0,0
0xa8e770d5976a2e54f9d5c3a16c41a1aaca0244d6,0,50000000000000000000000,0,0,0,4000000000000000000000,0
0xa92cd70cea6d7d4b653a478dded8845362f04ecb,0,0,0,0,0,3000000000000000000000,0
0xaab2eacc08690bdbe4a11f43498ca0b9d37d16c2,0,88800000000000000000000,0,0,0,12476811256102161719893,0
0xabc7303d27658a277830a1f64b3ca77dffa10483,3449678564371022711792,0,0,1686540561366611043731200,2223353951768692594229,0,0
0xaf41ecf2b33812d98dd95bcbd535a96db7f3f34c,0,12000000000000000000000,1829178172783952223451,0,0,0,0
0xb2069a5506b15b98284d2f249716d38fc5b9bbbd,4000000000000000000000,0,1013831799468785203271,0,0,0,0
0xb2f52cbc9afa636a2958886c2d918668a4fd73f5,0,0,0,0,0,0,161977376413086166767
0xb3c2c1141a8a885fa2404ec19afa1cf86d4bcb11,0,0,0,0,0,0,0
0xb48a7457b37431ec03a96fdcbcefb98f889d9ea1,428233000000000000000000,0,0,0,0,0,0
0xb6518414c8ee49bec909c9f7fa819b01c8929ac0,278684656145804521799,0,0,0,0,0,0
0xb75a9f255767bbb6469308250dd09a132eb4b10e,0,0,0,0,0,0,0
0xb7846a827e60756daa7aef93de4e7d3926b35f04,0,32000000000000000000000,0,0,0,0,0
0xb7ea6b741a0f0e4c2b21629c4157bd3ece43d88c,62019225790562075663,0,0,0,0,1090000000000000000000,0
0xb9801179368231ca11b1f93acb5395c2bcd31998,0,4000000000000000000000,0,0,0,0,0
0xb98bf14c218008ab9d0bf2b718ac4c193dc31ccc,0,5200000000000000000000,0,0,0,0,0
0xb9b40a1963720c0fc0a73aa279a04e0e940eb6ff,0,16000000000000000000000,2141857727785340616811,0,0,0,0
0xba84af7ab49b2ec1d650210c702fa8c13d189f2f,0,0,0,0,0,0,0
0xbac9cebdc6c09d02c0aa989178724a6a465c420e,0,0,0,0,0,0,0
0xbad4dc6bc16b35a9376f403655048d9f20fb47f5,0,0,442217762737538805445,0,0,0,0
0xbb6187fe3dcb8d99e1a5991b2a81f02d5e497bfb,0,0,0,0,0,0,0
0xbce37aaf1ab97c287e10d8513a5bb18a5c621848,10000000000000000000000000,0,0,0,0,0,0
0xbdc2f13a3d4c1852568fe95da71a88a7253eda51,0,48800000000000000000000,0,4883070703080255890,297084500530560121569,5000000000000000000000,0
0xbde5935634469fb8090cff5c891b5f99b4a679ed,0,0,933230655266413402909,0,0,0,0
0xbec53db95c6b7627c460ac08857b21bd5ffb8373,263315322065584511199,0,0,1674890581794640716797,160938855931655220493,0,0
0xbeff8217477165e49eb3cf5a6d72556e960a2b7f,11426527528993915325,52800000000000000000000,0,0,0,16927002099782680208214,0
0xbff5672d78e7ef1ebe7f6b2ebd8be7a7bbd4e9e1,2126543835705507012089,0,0,0,0,0,0
0xc066e3a0a4e824ca34d94338bbbc984ccbc781d2,156652882525804457840,0,609726057577984069499,12071641867497516342,614651664823113083200,0,0
0xc142f493509e1db38c28f65b67922c253594b386,0,0,0,0,0,0,0
0xc1d68eedf8219c793171b988145963f9229808c5,0,0,0,0,0,0,0
0xc2716b34012ad0af006a908d41b8e2bc6a42ec24,1777781009540313895817,0,0,7802875905382061522,175688078144173397735,0,0
0xc4820b7992c47f84d2fb0b945c0a6638325e996a,0,12000000000000000000000,0,0,0,0,0
0xc56f63451e6e123ceb5da1019a07d53f194f5b48,0,28000000000000000000000,0,0,0,0,0
0xc64797e6cab5c08b68bcd118e3a22761e582e241,0,12000000000000000000000,0,0,0,1203831856285001111774,0
0xc6b094623aeef377974ad372b7a5d42a0faea524,49773467144894315323,0,0,0,0,0,0
0xc6e88807c6a4a9c8edb15bfd4adf0a6f3b1fc90b,0,0,0,0,0,0,0
0xc6f47e4eb14b421c3ae0984141be9cf3793bde93,348115787684411045798866,0,0,0,0,0,0
0xc70f38765d78fc2961b7db5e3b23cded0d67d226,0,1331200000000000000000000,0,0,0,0,0
0xc77c3efb55bd7b0e44c13eb27eb33c98597f0a68,150426453103275397,0,0,772723741329894063505,280848900467239465983,0,0
0xc8136588f0c73f595383f86d0bff1623253e0dd4,0,0,0,0,0,0,18221566999266507010
0xc84783ea4e1de17bfc8b06d72d0257f750d73c43,28947914424242561278826,0,0,0,0,0,0
0xc84b9eb01921843ea53c6314fbf7f4051a8ee012,0,0,0,0,0,4572945431834880521249,0
0xca46cba50ac1c478cc80eb478d5b360133162b9c,0,8000000000000000000000,0,0,0,0,0
0xcad466fcad58a825ff886a317be6c57ff79a6e12,3050777181776511100172,0,0,0,0,0,0
0xcb44f8e81b8ff932d91b74d5e2681187d5d19f81,0,1070400000000000000000000,0,0,0,0,0
0xcb884a23577b6fe4193a8775f1d0131aac5c30d3,0,40000000000000000000000,0,35806706546639073079,419302835002081950345,3512106227376239420549,29079315487611173552
0xcba9e41b8a0fddf3977250e7826908d0e4024a4b,3044269438012877070104,0,0,0,0,0,0
0xcbd554c7445b517fe21d4134b0104013926d28bc,0,0,0,0,0,0,0
0xcc7d830ed37b7da4bcf6bcd4f2a09089def774b7,225148363348958222301,0,0,0,0,4515990880506610697692,0
0xcc8b0d940f3c450593b06e92e74c96b7908765f1,506844619302609876206,8000000000000000000000,0,0,0,0,0
0xcda528d8df68f9e44728248a4f4c0872207771bb,0,0,663326644156308223119,0,0,0,0
0xcdc9ee92c4dbe054b84ffea9757d47dc8a00e5f9,0,74000000000000000000000,0,0,0,0,0
0xcdfbfa3309fb7e8bc604f27f42d906f8e62b7797,0,0,3048630287939920362451,0,0,4501601562207323473340,0
0xcf76510255dcf844a92f57b91e17365fba95235d,0,0,0,0,0,0,0
0xcfc852e4dd47d6945698d9f998e6d77afc70825b,57577984069499,0,0,5191302291201543369,107945983517900098983,0,0
0xd04f8ab079f4f9e3e5b970a26a8678a126aaf283,0,0,221108881348769396742,0,0,0,0
0xd07be64f76635de4a649c4d1bd0b2b0255697de0,150000000000000000000,0,0,0,0,0,0
0xd0a6c60fc9715b5d30f8674337b202693cc9e2fe,0,0,0,0,0,0,0
0xd26c59651b5ed6f83673e9c14b86910a81a3ac23,187267444219382033,12000000000000000000000,0,0,0,0,0
0xd35698a341c1f0862f65bb0e00dff0a592f5f728,199999999999905754,12800000000000000000000,0,10009493993513,341498284604589973279,0,0
0xd3ad937516a7e19c3c9562462e3a9beb554be11e,0,0,401277285395000360623,0,0,0,0
0xd40f6b317fc5e9bd8342951942f2c1a56ddf90f7,100000000000000000000,0,0,0,0,0,0
0xd490e7875316ae67c74882ad69f0c386e0b4866f,0,0,0,0,0,0,0
0xd50c6de81dedabb67a92ee98ab342af1032f324a,0,12000000000000000000000,1548817521236970395862,0,0,0,0
0xd50d785323209d91a411384b6d4422104be39d66,166813944797000186,0,0,0,0,11786611656722496494221,0
0xd5cd2c1d39c2f1162e8056e7a79e09c681674f27,0,0,2799691965699240178823,0,0,0,0
0xd73e9ba2d2806807c5bb82d9b0d73462c70718d8,0,4000000000000000000000,0,0,0,0,0
0xd8148089d92e5579d5ad38cf194f449893ba28c9,4376407408933,39200000000000000000000,0,87259999892574171683,525856538523901604098,0,0
0xd836f3778baf489f78cc0efdd4e464505668a5c8,0,87200000000000000000000,0,1066925369925681006094,4126370102719931383290,3000000000000000000000,0
0xd8582028d2d97a463b2ac9aed9152972ce34076e,0,0,0,0,0,0,0
0xd896128ca2efbb7c60d5d652693bdbe875064a95,0,1600000000000000000000,0,0,0,0,0
0xd9052b142cea223d913b6b786aa707c4e6c195dc,401277285395000360623,0,0,0,0,0,0
0xd977867778ce886326df6183d245282a51758aee,165756116738382044827,0,0,9822088171023946760,264056123680797957487,0,0
0xd9873df817ae38dbee1d2af25d3c206e1f826f44,0,0,1829178172783952223451,93133155669974680601,2864723566914713149510,0,0
0xda6541d2d2ba440e58aac571119acfbfbb90dc06,0,0,0,0,0,0,0
0xda9dc0ba2a66612391474d3a3de5d59dc08599ba,0,92400000000000000000000,0,0,0,0,0
0xdaf8cc464cb337f1f9ca44331d602ee3a1cc9ca9,0,0,0,0,0,0,0
0xdb7015dfb194eeaa2018d1904aec01eea43ecd65,0,0,0,0,0,0,0
0xde2ed29b1eae81c221b9fb4c72378e1dbe6cf53e,49409809751688197,5348000000000000000000000,0,18905742527519172345587,4095220010563636524141,0,0
0xde8caf4fd31238c945b0083e8f01cd855a6e47a2,0,0,0,175713501448010416176,775311953784480803306,944252284229924219275,0
0xe0141093451bac286b497cd6aef4952fa8ae6796,12278760437500000000000,0,0,0,0,0,0
0xe01b42995d6dce9334d22b6cf9995c3fae425fa6,15114433244887685751,0,0,40717352085298687087,487797848396027872113,0,0
0xe03e36f8687c5ce98682c84e5adac6d37487ddd3,0,16800000000000000000000,0,0,0,7036167986135062385531,0
0xe03f1c1daefc1790f2fac0416796a2fc2347998a,0,0,0,0,0,0,0
0xe0568c693f34a40d02aef14f6d10d4777722865b,51974839061318489940,0,0,0,0,0,0
0xe0d58385e77f5db559d84e555459305e5369c89b,0,40000000000000000000000,0,0,0,0,0
0xe10a69711a1e7034303f7a191fd448e5b2f552bf,1203831856285001111774,0,0,0,0,0,0
0xe146dfe9ca701d75fffe47ca15249964396c36a8,21327341407691527066,16000000000000000000000,0,0,0,0,0
0xe1836bc9ee4b4441e9e6824f70d9fa70e3bbe84a,1247269425617849826945,24400000000000000000000,0,0,0,2118520270870620000000,0
0xe1e8e59eb62e7785d0570f57112ce7731dd2f365,0,4000000000000000000000,0,0,0,0,0
0xe1f597a5992127ee1b83c41cd0482c162a526a92,2446476948721250000000,0,0,0,0,10000000000000000000000,0
0xe2903ec8f0e117d0956f220933a5d9f4c7cd312b,0,0,0,198037057916596216306,422371770926562231887,23439163256554419596565,0
0xe3d3469f983f2e5e7c46d730a4455206089bea7c,0,13200000000000000000000,0,0,0,0,0
0xe65130c719584a68d48e2968e79e19d5daf1e983,0,0,0,957067973167252213331,3110877644915848134467,0,0
0xe7f83ee560526b468b72fb0c7a79ee8df94c9341,0,0,0,0,0,2438904230111936218193,0
0xe9403976914fac0a9d289bb3ae7021e9c7eeef08,0,0,0,0,0,0,0
0xeb2a3c645129880c0b0f2068220ac6545132f4bc,465730647090196461583,0,0,0,0,0,0
0xec733cee2c613b3be783c712d8fd8831ee53691c,1829178172783952223451,0,0,0,0,0,0
0xec9235f9dd3a1221e475cb3e4520ac2ae2ec08ee,0,0,0,0,0,0,0
0xed2bcda237e32dc9183f58205c6054f83ad1f1e0,1877700000000000000000,0,0,0,0,0,0
0xed6e29b74f23886198222cdd11b550a15253ee91,0,36000000000000000000000,0,9068414234948,556055034248078810271,0,0
0xee936e648cd998e9df4531df77ef2d2aeca5921b,10000000000000000000,0,0,0,0,0,0
0xeef639eb4aef05e16232dba5685b039b35447dac,0,0,0,0,0,0,0
0xefb1bbd484fb263157ff831c0aa4e656948c4c82,420806066039851084438,0,0,0,0,0,0
0xefc53997a1143f6ec7d56a1b9cb8a137442f2fd1,0,0,0,0,0,0,0
0xeff8aac11f173a35f9121f4c97b0f9d2293b2503,0,0,0,0,0,0,0
0xf08657918bbc119b9929ee06c7ce8d8ffde48fa4,0,0,0,1829178172783952223451,79193595002545776675,0,0
0xf123d384879948d5cc1189a69ca9f175260ce174,0,48400000000000000000000,0,35935993317091773680,5563861952397292931444,0,0
0xf235d5ec7f856851ac8fa05f9a642709b419e2da,13037006389047620767,0,0,5563442568257520265268,812160199776735933342,0,0
0xf2e8a75a003331ac886e3208ac71f63ddf4a01dd,5000000000000000000000000,0,0,0,0,0,0
0xf3c3f536a70c09e7eaf1e000809d5b6463c20573,0,0,0,0,0,0,0
0xf50fee3a8196e49bfb6501e86411936ecb03e952,0,4400000000000000000000,0,8257274460437425046,34225867510103353047,0,0
0xf5d6dfed3a254963c5d476c89249e5e3986478ea,0,38400000000000000000000,0,0,0,0,0
0xf600382f9901233dab412c119e712cf39a1383c5,0,0,0,0,0,0,0
0xf862411f1b56ec4db746758ac452c271d226dec3,0,0,0,0,0,0,0
0xf8fb5d7acb9ecd0b0050cbdd4c0a0647965f0dbf,0,0,466615327603206692483,0,0,0,0
0xf922f607adcaceda19a112c3153efd6fc86494ca,0,0,0,0,0,0,0
0xfa265a98732ad5267a1d9db8da434aabc4ba18c0,645185001187608355,636400000000000000000000,0,160199240192586448246,104195369249552421280,489797436509587666785726,37277335811484283820
0xfad76c60986ab7ac67c6a2cbab59f0049c1d1fec,0,0,0,0,0,0,0
0xfb0059fbc2c900a7cba2bb0f5ef9a131e28b5604,0,20000000000000000000000,0,0,0,0,0
0xfbe6006a193560150f63902b7c8b69fa8739bc95,0,32000000000000000000000,0,0,0,0,0
0xfcd1cec3ec7154858cab4e930f565db528b1f9f1,0,0,0,0,0,0,0
0xfcea932ce672b998d3d06eaf140a3ef29336c30e,0,0,3210218283260002914892,0,0,0,0
0xfeb06507e3749a49a9ea331a81037b78bb293305,762390891388722314096,0,0,90324461055113774064,419996896609404587071,5487534518151856610547,0
0xff50cd21eda03f05b73a9949ebd197b6ab85f3b3,0,0,0,0,0,0,0
