0x2fa7dcbdb8f08038e9ea666dd1678d66a90f8d50,0,0,0,0,0,0,0
0x30bb23a9b17d10f8a10386477254a1b67f31a82b,0,0,466615327603206692483,0,0,0,0
0x31aa2a65df21bdd1c933e27cff772fc16119adfa,219016041695751747,0,0,0,0,20779461091789126805346,0
0x31bba48cce883e6e3a1819fdeededb175d6f028e,0,0,0,0,0,0,0
0x333f0b40a2dce9c51ac8744126d9c75f6c4efb4f,34317078782919176529449,0,0,0,0,0,0
0x33c68b77af2c6a375f038cbdb3d6eda9af7cb274,0,0,109687841150243167074,0,0,0,0
0x34cadf09dbf50a39d1a68b87d7763db3961ef483,0,0,0,0,0,0,0
0x34f763febe8b58c952b31bd53c376fcd02dc8bb8,0,0,0,66885411484274235981,68722978981861588623,5900553777963174011341,0
0x353e07f362e8315a3b4f00d67c67d5b489fa7880,0,115200000000000000000000,989216254807934245688,0,0,0,0
0x353e98116a4fca6b58902cb583e560d2a024431d,0,12400000000000000000000,0,0,0,0,0
