0x06ac5e1a19d227dc92bec75f9aae05b4e0c499a9,670000000000000000000,0,0,0,0,0,0
0x06cadc487479d39082d91e5fdc4d79a534fd960f,0,0,0,0,0,0,0
0x075e3e705dcf565a59798bf584f1521623a9b24c,800000000000000000000,513600000000000000000000,0,107111558686683274174,2295421605993006430895,100000000000000000000000,0
0x07862bde5dc512a6783020dbd10094dc26f10073,59592821964189780256,0,0,0,0,17159098196632592368863,0
0x08f4282058c075e54eb71152d9ef2e8e3e963cef,0,48000000000000000000000,0,0,0,0,0
0x096a79f62bd3d2b0f600c1733017d19ed1b977b0,0,0,1070928864042670353260,0,0,0,0
0x09d6679f6913b32ccf0cd3803e688a3a496452d7,8897841436583081316,12000000000000000000000,0,0,0,0,0
0x0a66eb867448b0b7901d2026b5f410711843c9c7,0,0,0,0,0,0,0
0x0a76bbaf2b43a45bdaf92abd2a32902b8e0b21b7,0,0,0,0,0,0,0
0x0b4f05f0dd6f721f1b9332e3fc339f73f997619b,0,0,0,898476871138316019465,2739421538058390283708,0,0
