"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity","Method"
"0x9d6c21c60b8d229f67a7d55dc8f0af8379816005c1d5ce4baeb8436f9825916d","14975877","1655420344","2022-06-16 22:59:04","0x50aa3d33800a1bf4b8ed76740fd52dfb4bb503e7","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","2,000,000","Transfer"
"0xec52d58ee7bedce8a26d2570abec22a5659148ce2d73987b876a5c1f4c34cac2","14980533","1655488832","2022-06-17 18:00:32","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0xd8148089d92e5579d5ad38cf194f449893ba28c9","70,000","Purchase"
"0x215290cd41603f226e45c6dae567176b68282b337df2e75481f7a683024a83f8","14980534","1655488851","2022-06-17 18:00:51","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0x983268d0047121af20a054cdf91808fcc79d2396","4,000","Purchase"
"0x5006c668b428b27651ee48ba606ab236b138d5d3709054a8074f0e3574d539a0","14980534","1655488851","2022-06-17 18:00:51","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0x433483e8bbcd31703bfbb265a587588177268cab","348,000","Purchase"
"0x308d1543078f3d05a13bc2c31fc5834a126d5af24a3bc62acd92bf81b7ad368e","14980535","1655488859","2022-06-17 18:00:59","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0xfa265a98732ad5267a1d9db8da434aabc4ba18c0","161,000","Purchase"
"0x25ab04ef8f037972138348555f97ac639efd9c66509db1e6abb95a74c6c1d1a2","14980535","1655488859","2022-06-17 18:00:59","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0xa8e770d5976a2e54f9d5c3a16c41a1aaca0244d6","5,000","Purchase"
"0x026c7caf5420742cce08ed213ae2b2b86b72de978c83703614a984e2a94384b9","14980535","1655488859","2022-06-17 18:00:59","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0xcdfbfa3309fb7e8bc604f27f42d906f8e62b7797","20,000","Purchase"
"0x703e76f2130897e95ad345f8a7fa4b7dc34c4f2f8e38a6121faddd63b6901619","14980537","1655488885","2022-06-17 18:01:25","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0x22e3cd8dde0506cd61876a86b77c90d444e7317d","50,000","Purchase"
"0xd27a1fd8c9e34a306cdd992dc247c6ab589f9bd1669cb534ea0c055ad6320795","14980537","1655488885","2022-06-17 18:01:25","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0xaab2eacc08690bdbe4a11f43498ca0b9d37d16c2","13,000","Purchase"
"0xddb204d4baf71d92eac005f5899836c8dfa015b41eec83df42df1ddd7d4eca5e","14980538","1655488904","2022-06-17 18:01:44","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0x41d83f790e9703b8fe43d9434aec2ca259df18ff","6,000","Purchase"
"0xec8f693127517c7ab78f4cc60565e9cc90b0e91c3d08f1cd4e1b65803fa8539d","14980540","1655488963","2022-06-17 18:02:43","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0xde2ed29b1eae81c221b9fb4c72378e1dbe6cf53e","100,000","Purchase"
"0x62fe0eabae2a143ee7b71d59f118748e4775b0f1d27f2741e5553bd36b3704e0","14980540","1655488963","2022-06-17 18:02:43","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0x863ab57e290e71ab618684991d4d2f569e798fad","36,000","Purchase"
"0x10744405b8f8c0a90f48a57845a83da69db67731eca93bab29ca9438ad48e1b4","14980540","1655488963","2022-06-17 18:02:43","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0xe03e36f8687c5ce98682c84e5adac6d37487ddd3","12,000","Purchase"
"0xeb65d7fa366e99aefd4eec47ea879464a0a0de316b20d221995de89e80167c72","14980540","1655488963","2022-06-17 18:02:43","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0xd8148089d92e5579d5ad38cf194f449893ba28c9","4,000","Purchase"
"0x84e593250c39e5b45621678d4e0db971101ae545ddd731955fca8827d95a1d1c","14980541","1655488979","2022-06-17 18:02:59","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0x983268d0047121af20a054cdf91808fcc79d2396","1,000","Purchase"
"0x52aee4bb65264ecd2114454a9978efd3d0b3f58835a67d0745f7b69226efff21","14980541","1655488979","2022-06-17 18:02:59","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0x11d5a07cfcf40a445df13c15f5c6d093c001ffbb","7,000","Purchase"
"0x17f3e50b3129736ef96457e8155acdd5b8e477ac35c295a6e3243f84eaa8c42b","14980545","1655489015","2022-06-17 18:03:35","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0xde2ed29b1eae81c221b9fb4c72378e1dbe6cf53e","55,000","Purchase"
"0xc66f8bc95abd8021e9257157cea0d8058ec9146e9cb15b99ca7a231595a641b6","14980546","1655489020","2022-06-17 18:03:40","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0x73339c955c96bdfa1c2c9b9ca3d95429875dd569","40,000","Purchase"
"0x0dfa22e213fefba3a93b3c234235336cae83d59e99822e08dbe8b398408f9f0f","14980546","1655489020","2022-06-17 18:03:40","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0xfbe6006a193560150f63902b7c8b69fa8739bc95","4,000","Purchase"
"0x221047807e181d733153384548ebcd1b0464c57ad981273a75a3988ccc2cfc1f","14980548","1655489087","2022-06-17 18:04:47","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0x00ea890138fc0a6b06af15b420353c3d12841df7","11,000","Purchase"
"0x122a73277eed988f850785a58d6778a47161f4c48fdcad4c215f063239bc7a5f","14980548","1655489087","2022-06-17 18:04:47","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0x075e3e705dcf565a59798bf584f1521623a9b24c","200,000","Purchase"
"0x59f581aa95db5859caa8e712c2cff7052ec28f182ef8e2f312eccfc234defe25","14980548","1655489087","2022-06-17 18:04:47","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0xd35698a341c1f0862f65bb0e00dff0a592f5f728","7,000","Purchase"
"0xd06f39028edb13d8f4fdf1a90aaee262b460bb5b7781e810dfea8e5277401ce8","14980548","1655489087","2022-06-17 18:04:47","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0x7fe28c576bd821d495a08e244d11cf33069b17c0","21,000","Purchase"
"0xb51b554bc2262c0eb5892df96258521710adcf311fa26999fe2471eb1ad47053","14980551","1655489143","2022-06-17 18:05:43","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0x433021ed1fcb241f3b0c5fd76e58c05ebb4f87ea","19,000","Purchase"
"0xe69bc16c8abc684b69582f42927223a66f55fa08557f36d116a169a0fa24ea16","14980552","1655489161","2022-06-17 18:06:01","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0xd836f3778baf489f78cc0efdd4e464505668a5c8","12,000","Purchase"
"0x273149c9238c2737652579317327a1e04dfd7577af57a7bb3a13af04666568fc","14980552","1655489161","2022-06-17 18:06:01","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0x74846a0745d0bbfe97f93d6091b5d09763be70b9","200,000","Purchase"
"0x19ec211509a66afe342b008295173972dcbdb48f3e17c632a4c3289ca1902239","14980555","1655489211","2022-06-17 18:06:51","0x8db40469e27496b3ed7ac3bf493c385e942aed8a","0x6310d25ad2ac1456cff02b70bac18a1a4e49e107","40,000","Purchase"
